"","year","state","district","office_type","open_seat","incumbent_differential","final_rating","margin","special"
"1",2002,"AK",1,"House",FALSE,NA,NA,-57.2304314414316,FALSE
"2",2002,"AL",1,"House",TRUE,NA,NA,-22.7184965890076,FALSE
"3",2002,"AL",2,"House",FALSE,NA,NA,-39.229643816668,FALSE
"4",2002,"AL",3,"House",TRUE,NA,NA,-2.10679659866573,FALSE
"5",2002,"AL",5,"House",FALSE,NA,NA,48.5743271285181,FALSE
"6",2002,"AR",1,"House",FALSE,NA,NA,33.6724072184605,FALSE
"7",2002,"AR",4,"House",FALSE,NA,NA,21.1246500655573,FALSE
"8",2002,"AZ",1,"House",TRUE,NA,NA,-3.57038589019218,FALSE
"9",2002,"AZ",2,"House",TRUE,NA,NA,-23.3680791871142,FALSE
"10",2002,"AZ",3,"House",TRUE,NA,NA,-37.0296177873657,FALSE
"11",2002,"AZ",4,"House",TRUE,NA,NA,39.561038371301,FALSE
"12",2002,"AZ",5,"House",TRUE,NA,NA,-24.9163781122653,FALSE
"13",2002,"AZ",6,"House",TRUE,NA,NA,-34.3738206566584,FALSE
"14",2002,"AZ",7,"House",TRUE,NA,NA,21.9441715309484,FALSE
"15",2002,"AZ",8,"House",TRUE,NA,NA,-29.7373620452232,FALSE
"16",2002,"CA",1,"House",FALSE,NA,NA,31.6689702833449,FALSE
"17",2002,"CA",2,"House",FALSE,NA,NA,-36.4790345559684,FALSE
"18",2002,"CA",3,"House",FALSE,NA,NA,-28.0097271673216,FALSE
"19",2002,"CA",4,"House",FALSE,NA,NA,-32.8818499295423,FALSE
"20",2002,"CA",5,"House",FALSE,NA,NA,44.0628372524282,FALSE
"21",2002,"CA",6,"House",FALSE,NA,NA,37.0762014286873,FALSE
"22",2002,"CA",7,"House",FALSE,NA,NA,44.2742961207146,FALSE
"23",2002,"CA",8,"House",FALSE,NA,NA,67.078240599348,FALSE
"24",2002,"CA",9,"House",FALSE,NA,NA,66.2365127578377,FALSE
"25",2002,"CA",11,"House",FALSE,NA,NA,-20.6293545494263,FALSE
"26",2002,"CA",12,"House",FALSE,NA,NA,43.3696381561968,FALSE
"27",2002,"CA",13,"House",FALSE,NA,NA,48.9989566474701,FALSE
"28",2002,"CA",14,"House",FALSE,NA,NA,40.0220179638626,FALSE
"29",2002,"CA",15,"House",TRUE,NA,NA,34.7544015275669,FALSE
"30",2002,"CA",16,"House",FALSE,NA,NA,37.2159353990332,FALSE
"31",2002,"CA",17,"House",FALSE,NA,NA,41.0580323652342,FALSE
"32",2002,"CA",18,"House",TRUE,NA,NA,7.89557727227103,FALSE
"33",2002,"CA",19,"House",FALSE,NA,NA,-37.2656873803881,FALSE
"34",2002,"CA",20,"House",FALSE,NA,NA,29.4222281663769,FALSE
"35",2002,"CA",21,"House",TRUE,NA,NA,-44.2519203207781,FALSE
"36",2002,"CA",22,"House",TRUE,NA,NA,-49.5997808686125,FALSE
