date,value
1960-01-01,1.45797598627783
1961-01-01,1.07072414764754
1962-01-01,1.19877334820149
1963-01-01,1.23966942148761
1964-01-01,1.27891156462591
1965-01-01,1.58516926383662
1966-01-01,3.01507537688433
1967-01-01,2.77278562259309
1968-01-01,4.27179615288544
1969-01-01,5.46238620028745
1970-01-01,5.83825533848245
1971-01-01,4.29276668813068
1972-01-01,3.27227824655272
1973-01-01,6.17776006377044
1974-01-01,11.0548048048047
1975-01-01,9.14314686496539
1976-01-01,5.74481263549081
1977-01-01,6.5016839947284
1978-01-01,7.63096383885606
1979-01-01,11.2544711292794
1980-01-01,13.5492019749685
1981-01-01,10.3347153402771
1982-01-01,6.13142700027493
1983-01-01,3.21243523316069
1984-01-01,4.30053547523424
1985-01-01,3.54564415209365
1986-01-01,1.89804772234276
1987-01-01,3.6645632175169
1988-01-01,4.07774110744403
1989-01-01,4.82700303008954
1990-01-01,5.39795643990325
1991-01-01,4.23496396453849
1992-01-01,3.02881967814969
1993-01-01,2.95165696638559
1994-01-01,2.60744159215457
1995-01-01,2.80541968853654
1996-01-01,2.93120419993445
1997-01-01,2.33768993730738
1998-01-01,1.55227909874361
1999-01-01,2.18802719697358
2000-01-01,3.37685727149929
2001-01-01,2.82617111885407
2002-01-01,1.58603162650601
2003-01-01,2.27009497336115
2004-01-01,2.67723669309172
2005-01-01,3.3927468454955
2006-01-01,3.22594410070406
2007-01-01,2.85267248150136
2008-01-01,3.83910029665096
2009-01-01,-0.355546266299717
2010-01-01,1.64004344238988
2011-01-01,3.15684156862202
2012-01-01,2.06933726526057
2013-01-01,1.46483265562717
2014-01-01,1.62222297740827
2015-01-01,0.118627135552451
2016-01-01,1.26158320570527
2017-01-01,2.1301100036598
2018-01-01,2.44258329692807
2019-01-01,1.81221007526012
2020-01-01,1.23358439630638
2021-01-01,4.69785886363742
2022-01-01,8.00279982052121
2023-01-01,4.11633838374488
